Código,Descripción,GRUPO,Clasificación Sistemas JMC,SEGMENTO,Clasificación Partes JMC,TIPO
O053,"OTRO ABORTO: INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O054,"OTRO ABORTO: INCOMPLETO, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O055,"OTRO ABORTO: COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA",9.0,6.0,33.0,64.0,14.0
O056,"OTRO ABORTO: COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA",9.0,6.0,33.0,64.0,14.0
O057,"OTRO ABORTO: COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA",9.0,6.0,33.0,64.0,14.0
O058,"OTRO ABORTO: COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O059,"OTRO ABORTO: COMPLETO O NO ESPECIFICADO, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O060,"ABORTO NO ESPECIFICADO: INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",9.0,6.0,33.0,64.0,14.0
O061,"ABORTO NO ESPECIFICADO: INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA",9.0,6.0,33.0,64.0,14.0
O062,"ABORTO NO ESPECIFICADO: INCOMPLETO, COMPLICADO POR EMBOLIA",9.0,6.0,33.0,64.0,14.0
O063,"ABORTO NO ESPECIFICADO: INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O064,"ABORTO NO ESPECIFICADO: INCOMPLETO, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O065,"ABORTO NO ESPECIFICADO: COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA",9.0,6.0,33.0,64.0,14.0
O066,"ABORTO NO ESPECIFICADO: COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA",9.0,6.0,33.0,64.0,14.0
O067,"ABORTO NO ESPECIFICADO: COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA",9.0,6.0,33.0,64.0,14.0
O068,"ABORTO NO ESPECIFICADO: COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O069,"ABORTO NO ESPECIFICADO: COMPLETO O NO ESPECIFICADO, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O070,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",9.0,6.0,33.0,64.0,14.0
O071,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA",9.0,6.0,33.0,64.0,14.0
O072,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR EMBOLIA",9.0,6.0,33.0,64.0,14.0
O073,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O074,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O075,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR INFECCION GENITAL Y PELVIANA",9.0,6.0,33.0,64.0,14.0
O076,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR HEMORRAGIA EXCESIVA O TARDIA",9.0,6.0,33.0,64.0,14.0
O077,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR EMBOLIA",9.0,6.0,33.0,64.0,14.0
O078,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",9.0,6.0,33.0,64.0,14.0
O079,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, SIN COMPLICACION",9.0,6.0,33.0,64.0,14.0
O080,"INFECCION GENITAL Y PELVIANA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O081,"HEMORRAGIA EXCESIVA O TARDIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O082,"EMBOLIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O083,"CHOQUE CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O084,"INSUFICIENCIA RENAL CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O085,"TRASTORNO METABOLICO CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O086,"LESION DE ORGANOS O TEJIDOS DE LA PELVIS CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O087,"OTRAS COMPLICACIONES VENOSAS CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O088,"OTRAS COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O089,"COMPLICACION NO ESPECIFICADA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",9.0,6.0,33.0,64.0,14.0
O100,"HIPERTENSION ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O101,"ENFERMEDAD CARDIACA HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O102,"ENFERMEDAD RENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O103,"ENFERMEDAD CARDIO-RENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O104,"HIPERTENSION SECUNDARIA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O109,"HIPERTENSION PREEXISTENTE NO ESPECIFICADA, QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O11X,"TRASTORNOS HIPERTENSIVOS PREEXISTENTES, CON PROTEINURIA AGREGADA",9.0,6.0,33.0,64.0,14.0
O120,EDEMA GESTACIONAL,9.0,6.0,33.0,64.0,14.0
O121,PROTEINURIA GESTACIONAL,9.0,6.0,33.0,64.0,14.0
O122,EDEMA GESTACIONAL CON PROTEINURIA,9.0,6.0,33.0,64.0,14.0
O13X,HIPERTENSION GESTACIONAL (INDUCIDA POR EL EMBARAZO) SIN PROTEINURIA SIGNIFICATIVA,9.0,6.0,33.0,64.0,14.0
O140,PREECLAMPSIA MODERADA,9.0,6.0,33.0,64.0,14.0
O141,PREECLAMPSIA SEVERA,9.0,6.0,33.0,64.0,14.0
O149,"PREECLAMPSIA, NO ESPECIFICADA",9.0,6.0,33.0,64.0,14.0
O150,PREECLAMPSIA EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O151,PREECLAMPSIA DURANTE EL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O152,PREECLAMPSIA EN EL PUERPERIO,9.0,6.0,33.0,64.0,14.0
O159,"PREECLAMPSIA, EN PERIODO NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O16X,"HIPERTENSION MATERNA, NO ESPECIFICADA",9.0,6.0,33.0,64.0,14.0
O200,AMENAZA DE ABORTO,9.0,6.0,33.0,64.0,14.0
O208,OTRAS HEMORRAGIAS PRECOCES DEL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O209,"HEMORRAGIA PRECOZ DEL EMBARAZO, SIN OTRA ESPECIFICACION",9.0,6.0,33.0,64.0,14.0
O210,HIPEREMESIS GRAVIDICA LEVE,9.0,6.0,33.0,64.0,14.0
O211,HIPEREMESIS GRAVIDICA CON TRASTORNOS METABOLICOS,9.0,6.0,33.0,64.0,14.0
O212,HIPEREMESIS GRAVIDICA TARDIA,9.0,6.0,33.0,64.0,14.0
O218,OTROS VOMITOS QUE COMPLICAN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O219,"VOMITOS DEL EMBARAZO, NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O220,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O221,VARICES GENITALES EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O222,TROMBOFLEBITIS EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O223,FLEBOTROMBOSIS PROFUNDA EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O224,HEMORROIDES EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O225,TROMBOSIS VENOSA CEREBRAL EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O228,OTRAS COMPLICACIONES VENOSAS EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O229,COMPLICACION VENOSA NO ESPECIFICADA EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O230,INFECCION DEL RIÑON EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O231,INFECCION DE LA VEJIGA URINARIA EN EL EMBARAZO,9.0,6.0,33.0,100.0,14.0
O232,INFECCION DE LA URETRA EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O233,INFECCION DE OTRAS PARTES DE LAS VIAS URINARIAS EN EL EMBARAZO,9.0,6.0,33.0,82.0,14.0
O234,INFECCION NO ESPECIFICADA DE LAS VIAS URINARIAS EN EL EMBARAZO,9.0,6.0,33.0,82.0,14.0
O235,INFECCION GENITAL EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O239,OTRAS INFECCION Y LAS NO ESPECIFICADAS DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO,9.0,6.0,33.0,82.0,14.0
O240,"DIABETES MELLITUS PREEXISTENTE INSULINODEPENDIENTE, EN EL EMBARAZO",9.0,6.0,33.0,64.0,14.0
O241,"DIABETES MELLITUS PREEXISTENTE NO INSULINODEPENDIENTE, EN EL EMBARAZO",9.0,6.0,33.0,64.0,14.0
O242,"DIABETES MELLITUS PREEXISTENTE RELACIONADA CON DESNUTRICION, EN EL EMBARAZO",9.0,6.0,33.0,64.0,14.0
O243,"DIABETES MELLITUS PREEXISTENTE, SIN OTRA ESPECIFICACION, EN EL EMBARAZO",9.0,6.0,33.0,64.0,14.0
O244,DIABETES MELLITUS QUE SE ORIGINA EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O249,"DIABETES MELLITUS NO ESPECIFICADA, EN EL EMBARAZO",9.0,6.0,33.0,64.0,14.0
O25X,DESNUTRICION EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O260,AUMENTO EXCESIVO DE PESO EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O261,AUMENTO PEQUEÑO DE PESO EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O262,ATENCION DEL EMBARAZO EN UNA ABORTADORA HABITUAL,9.0,6.0,33.0,64.0,14.0
O263,RETENCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO EN EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O264,HERPES GESTACIONAL,9.0,6.0,33.0,64.0,14.0
O265,SINDROME DE HIPOTENSION MATERNA,9.0,6.0,33.0,64.0,14.0
O266,"TRASTORNO DEL HIGADO EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O267,"SUBLUXACION DE LA SINFISIS (DEL PUBIS) EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",9.0,6.0,33.0,64.0,14.0
O268,OTRAS COMPLICACIONES ESPECIFICADAS RELACIONADAS CON EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O269,"COMPLICACION RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA",9.0,6.0,33.0,64.0,14.0
O280,HALLAZGO HEMATOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O281,HALLAZGO BIOQUIMICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O282,HALLAZGO CITOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O283,HALLAZGO ULTRASONICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O284,HALLAZGO RADIOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O285,HALLAZGO CROMOSOMICO O GENETICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O288,OTROS HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O289,HALLAZGO ANORMAL NO ESPECIFICADO EN EL EXAMEN PRENATAL DE LA MADRE,9.0,6.0,33.0,64.0,14.0
O290,COMPLICACIONES PULMONARES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O291,COMPLICACIONES CARDIACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O292,COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O293,REACCION TOXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O294,CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O295,OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O296,FALLA O DIFICULTAD EN LA INTUBACION DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O298,OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O299,COMPLICACION NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O300,EMBARAZO DOBLE,9.0,6.0,33.0,64.0,14.0
O301,EMBARAZO TRIPLE,9.0,6.0,33.0,64.0,14.0
O302,EMBARAZO CUADRUPLE,9.0,6.0,33.0,64.0,14.0
O308,OTROS EMBARAZOS MULTIPLES,9.0,6.0,33.0,64.0,14.0
O309,"EMBARAZO MULTIPLE, NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O310,FETO PAPIRACEO,9.0,6.0,33.0,64.0,14.0
O311,EMBARAZO QUE CONTINUA DESPUES DEL ABORTO DE UN FETO O MAS,9.0,6.0,33.0,64.0,14.0
O312,EMBARAZO QUE CONTINUA DESPUES DE LA MUERTE INTRAUTERINA DE UN FETO O MAS,9.0,6.0,33.0,64.0,14.0
O318,OTRAS COMPLICACIONES ESPECIFICADAS DEL EMBARAZO,9.0,6.0,33.0,64.0,14.0
O320,ATENCION MATERNA POR POSICION FETAL INESTABLE,9.0,6.0,33.0,64.0,14.0
O321,ATENCION MATERNA POR PRESENTACION DE NALGAS,9.0,6.0,33.0,64.0,14.0
O322,ATENCION MATERNA POR POSICION FETAL OBLICUA O TRANSVERSA,9.0,6.0,33.0,64.0,14.0
O323,"ATENCION MATERNA POR PRESENTACION DE CARA, DE FRENTE O DE MENTON",9.0,6.0,33.0,64.0,14.0
O324,ATENCION MATERNA POR CABEZA ALTA EN GESTACION A TERMINO,9.0,6.0,33.0,64.0,14.0
O325,ATENCION MATERNA POR EMBARAZO MULTIPLE CON PRESENTACION ANORMAL DE UN FETO O MAS,9.0,6.0,33.0,64.0,14.0
O326,ATENCION MATERNA POR PRESENTACION COMPUESTA,9.0,6.0,33.0,64.0,14.0
O328,ATENCION MATERNA POR OTRAS PRESENTACIONES ANORMALES DEL FETO,9.0,6.0,33.0,64.0,14.0
O329,ATENCION MATERNA POR PRESENTACION ANORMAL NO ESPECIFICADA DEL FETO,9.0,6.0,33.0,64.0,14.0
O330,ATENCION MATERNA POR DESPROPORCION DEBIDA A DEFORMIDAD DE LA PELVIS OSEA EN LA MADRE,9.0,6.0,33.0,64.0,14.0
O331,ATENCION MATERNA POR DESPROPORCION DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS,9.0,6.0,33.0,64.0,14.0
O332,ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO SUPERIOR DE LA PELVIS,9.0,6.0,33.0,64.0,14.0
O333,ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO INFERIOR DE LA PELVIS,9.0,6.0,33.0,64.0,14.0
O334,"ATENCION MATERNA POR DESPROPORCION FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL",9.0,6.0,33.0,64.0,14.0
O335,ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO DEMASIADO GRANDE,9.0,6.0,33.0,64.0,14.0
O336,ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO HIDROCEFALICO,9.0,6.0,33.0,64.0,14.0
O337,ATENCION MATERNA POR DESPROPORCION DEBIDA A OTRA DEFORMIDAD FETAL,9.0,6.0,33.0,64.0,14.0
O338,ATENCION MATERNA POR DESPROPORCION DE OTRO ORIGEN,9.0,6.0,33.0,64.0,14.0
O339,ATENCION MATERNA POR DESPROPORCION DE ORIGEN NO ESPECIFICADO,9.0,6.0,33.0,64.0,14.0
O340,ATENCION MATERNA POR ANOMALIA CONGENITA DEL UTERO,9.0,6.0,33.0,97.0,14.0
O341,ATENCION MATERNA POR TUMOR DEL CUERPO DEL UTERO,9.0,6.0,33.0,97.0,14.0
O342,ATENCION MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGIA PREVIA,9.0,6.0,33.0,64.0,14.0
O343,ATENCION MATERNA POR INCOMPETENCIA DEL CUELLO UTERINO,9.0,6.0,33.0,64.0,14.0
O344,ATENCION MATERNA POR OTRA ANORMALIDAD DEL CUELLO UTERINO,9.0,6.0,33.0,64.0,14.0
O345,ATENCION MATERNA POR OTRAS ANORMALIDADES DEL UTERO GRAVIDO,9.0,6.0,33.0,97.0,14.0
O346,ATENCION MATERNA POR ANORMALIDAD DE LA VAGINA,9.0,6.0,33.0,64.0,14.0
O347,ATENCION MATERNA POR ANORMALIDAD DE LA VULVA Y DEL PERINEO,9.0,6.0,33.0,64.0,14.0
O348,ATENCION MATERNA POR ANORMALIDADES DE LOS ORGANOS PELVIANOS,9.0,6.0,33.0,64.0,14.0
O349,ATENCION MATERNA POR ANORMALIDAD NO ESPECIFICADA DE ORGANO PELVIANO,9.0,6.0,33.0,64.0,14.0
O350,ATENCION MATERNA POR (PRESUNTA) MALFORMACION DEL SISTEMA NERVIOSO CENTRAL EN EL FETO,9.0,6.0,33.0,64.0,14.0
O351,ATENCION MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSOMICA EN EL FETO,9.0,6.0,33.0,64.0,14.0
O352,ATENCION MATERNA POR (PRESUNTA) ENFERMEDAD HEREDITARIA EN EL FETO,9.0,6.0,33.0,64.0,14.0
O353,ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A ENFERMEDAD VIRICA EN LA MADRE,9.0,6.0,33.0,64.0,14.0
O354,ATENCION MATERNA POR (PRESUNTA) LESION AL FETO DEBIDA AL ALCOHOL,9.0,6.0,33.0,64.0,14.0
O355,ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A DROGAS,9.0,6.0,33.0,64.0,14.0
O356,ATENCION MATERNA POR (PRESUNTA) LESION AL FETO DEBIDA A RADIACION,9.0,6.0,33.0,64.0,14.0
O357,ATENCION MATERNA POR (PRESUNTA) LESION FETAL DEBIDA A OTROS PROCEDIMIENTOS MEDICOS,9.0,6.0,33.0,64.0,14.0
O358,ATENCION MATERNA POR OTRAS (PRESUNTA) ANORMALIDADES Y LESIONES FETALES,9.0,6.0,33.0,64.0,14.0
O359,ATENCION MATERNA POR (PRESUNTA) ANORMALIDAD Y LESION FETAL NO ESPECIFICADA,9.0,6.0,33.0,64.0,14.0
O360,ATENCION MATERNA POR ISOINMUNIZACION RHESUS,9.0,6.0,33.0,64.0,14.0
O361,ATENCION MATERNA POR OTRA ISOINMUNIZACION,9.0,6.0,33.0,64.0,14.0
O362,ATENCION MATERNA POR HIDROPESIA FETAL,9.0,6.0,33.0,64.0,14.0
O363,ATENCION MATERNA POR SIGNOS DE HIPOXIA FETAL,9.0,6.0,33.0,64.0,14.0
O364,ATENCION MATERNA POR MUERTE INTRAUTERINA,9.0,6.0,33.0,64.0,14.0
O365,ATENCION MATERNA POR DEFICIT DEL CRECIMIENTO FETAL,9.0,6.0,33.0,64.0,14.0
O366,ATENCION MATERNA POR CRECIMIENTO FETAL EXCESIVO,9.0,6.0,33.0,64.0,14.0
O367,ATENCION MATERNA POR FETO VIABLE EN EMBARAZO ABDOMINAL,9.0,6.0,33.0,64.0,14.0
O368,ATENCION MATERNA POR OTROS PROBLEMAS FETALES ESPECIFICADOS,9.0,6.0,33.0,64.0,14.0
O369,ATENCION MATERNA POR OTROS PROBLEMAS FETALES NO ESPECIFICADOS,9.0,6.0,33.0,64.0,14.0
O40X,POLIHIDRAMNIOS,9.0,6.0,33.0,64.0,14.0
O410,OLIGOHIDRAMNIOS,9.0,6.0,33.0,64.0,14.0
O411,INFECCION DE LA BOLSA AMNIOTICA O DE LAS MEMBRANAS,9.0,6.0,33.0,64.0,14.0
O418,OTROS TRASTORNOS ESPECIFICADOS DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS,9.0,6.0,33.0,64.0,14.0
O419,"TRASTORNO DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O420,"RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DENTRO DE LAS 24 HORAS",9.0,6.0,33.0,64.0,14.0
O421,"RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DESPUÉS DE LAS 24 HORAS",9.0,6.0,33.0,64.0,14.0
O422,"RUPTURA PREMATURA DE LAS MEMBRANAS, TRABAJO DE PARTO RETRASADO POR LA TERAPEUTICA",9.0,6.0,33.0,64.0,14.0
O429,"RUPTURA PREMATURA DE LAS MEMBRANAS, SIN OTRA ESPECIFICACION",9.0,6.0,33.0,64.0,14.0
O430,SINDROME DE TRANSFUSION PLACENTERA,9.0,6.0,33.0,64.0,14.0
O431,MALFORMACION DE LA PLACENTA,9.0,6.0,33.0,64.0,14.0
O438,OTROS TRASTORNOS PLACENTARIOS,9.0,6.0,33.0,64.0,14.0
O439,"TRASTORNO DE LA PLACENTA, NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O440,PLACENTA PREVIA CON ESPECIFICACION DE QUE NO HUBO HEMORRAGIA,9.0,6.0,33.0,64.0,14.0
O441,PLACENTA PREVIA CON HEMORRAGIA,9.0,6.0,33.0,64.0,14.0
O450,DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACION,9.0,6.0,33.0,64.0,14.0
O458,OTROS DESPRENDIMIENTOS PREMATUROS DE LA PLACENTA,9.0,6.0,33.0,64.0,14.0
O459,"DESPRENDIMIENTO PREMATURO DE LA PLACENTA, SIN OTRA ESPECIFICACION",9.0,6.0,33.0,64.0,14.0
O460,HEMORRAGIA ANTEPARTO CON DEFECTO DE LA COAGULACIÓN,9.0,6.0,33.0,64.0,14.0
O468,OTRAS HEMORRAGIAS ANTEPARTO,9.0,6.0,33.0,64.0,14.0
O469,"HEMORRAGIA ANTEPARTO, NO ESPECIFICADA",9.0,6.0,33.0,64.0,14.0
O470,FALSO TRABAJO DE PARTO ANTES DE LA 37 SEMANAS COMPLETAS DE GESTACION,9.0,6.0,33.0,64.0,14.0
O471,FALSO TRABAJO DE PARTO ANTES DE LA 37 Y MAS SEMANAS COMPLETAS DE GESTACION,9.0,6.0,33.0,64.0,14.0
O479,FALSO TRABAJO DE PARTO SIN OTRA ESPECIFICACION,9.0,6.0,33.0,64.0,14.0
O48X,EMBARAZO PROLONGADO,9.0,6.0,33.0,64.0,14.0
O60X,PARTO PREMATURO,9.0,6.0,33.0,64.0,14.0
O610,FRACASO DE LA INDUCCION MEDICA DEL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O611,FRACASO DE LA INDUCCION INSTRUMENTAL DEL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O618,OTROS FRACASOS DE LA INDUCCION DEL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O619,FRACASO NO ESPECIFICADO DE LA INDUCCION DEL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O620,CONTRACCIONES PRIMARIAS INADECUADAS,9.0,6.0,33.0,64.0,14.0
O621,INERCIA UTERINA SECUNDARIA,9.0,6.0,33.0,64.0,14.0
O622,OTRAS INERCIAS UTERINAS,9.0,6.0,33.0,64.0,14.0
O623,TRABAJO DE PARTO PRECIPITADO,9.0,6.0,33.0,64.0,14.0
O624,"CONTRACCIONES UTERINAS HIPERTONICAS, INCOORDINADAS Y PROLONGADAS",9.0,6.0,33.0,64.0,14.0
O628,OTRAS ANOMALIAS DINAMICAS DEL TRABAJO DE PARTO,9.0,6.0,33.0,64.0,14.0
O629,"ANOMALIA DINAMICA DEL TRABAJO DE PARTO, NO ESPECIFICADA",9.0,6.0,33.0,64.0,14.0
O630,PROLONGACION DEL PRIMER PERIODO (DEL TRABAJO DE PARTO),9.0,6.0,33.0,64.0,14.0
O631,PROLONGACION DEL SEGUNDO PERIODO (DEL TRABAJO DE PARTO),9.0,6.0,33.0,64.0,14.0
O632,"RETRASO DE LA EXPULSION DEL SEGUNDO GEMELO, DEL TERCERO, ETC",9.0,6.0,33.0,64.0,14.0
O639,"TRABAJO DE PARTO PROLONGADO, NO ESPECIFICADO",9.0,6.0,33.0,64.0,14.0
O640,TRABAJO DE PARTO OBSTRUIDO DEBIDO A ROTACION INCOMPLETA DE LA CABEZA FETAL,9.0,6.0,33.0,64.0,14.0
